4g运行内存其实对平常办公最多看个视频足够了,0
玩游戏的朋友们上8g的,0
图片中显示器,0
鼠标和键盘都是京东买的,0
物流快这点很重要,0
基本上晚上下单,0
第二天送达,0
笔记本调货等了两天除外,0
如果有内胆包送就好了,0
之前买的有送,0
物流快,0
电脑开机速度快,1
外观轻便,1
非常适合携带,0
超级好用,0
比苹果更适合水土,0
什么都别说,0
比想象的还好许多许多,0
就是不一样,0
工作学习品味,0
完全够用了,0
买吧没有错的,0
感觉体验好,0
自己开的箱觉得不错,0
帮朋友买的,0
这款笔记本关注已久,0
外观确实高大上,1
挺有档次的,0
特意使用几天才来评价,0
开机快,1
鼠标灵活,1
win10系统太先进了,0
很后悔没了解清楚,0
原来的财务软件只支持win7.现在对着这漂亮的电脑很无语,0
总体还不错,0
清薄惊艳,1
很好用,0
指纹开关实在太方便了,1
很强大的设计,0
为华为点赞,0
希望国货耐用,0
服务速度很快,0
电脑收到有段时间了,0
目前使用一切OK,0
手感很好,1
超薄,1
带着旅行很方便,0
金色好看,0
高大上,0
国产大品牌 好用 开机速度快,1
很好看,1
超出了预期,0
有机会一定再买,0
支持国货是买华为电脑的一个理由,0
买了以后一点都不后悔,0
简单轻便,1
非常好用,0
对于只做一些简单办公系统的我来说买这个产品是非常好的选择,0
电脑轻薄小巧,1
非常漂亮,1
看起来很有档次,0
开关机速度超快,1
非常适合女生使用,0
真是太喜欢了,0
华为的手机电脑都一级棒,0
支持华为,0
电脑非常薄,1
颜值很高,1
而且速度特别快,0
办公应该够用,0
前一天拍的,0
第二天就到了,0
物流挺快的,0
希望以后用的很好,0
东西不错键盘不错看电影不错配置不错,0
挺好用的,0
有时候发热,1
有时候又好,0
不知道什么什么程序运行,0
让cpu高速运转了,0
很满意,0
非常薄,1
完美的HI,0
很喜欢,0
速度快与外形的结合,0
爱不释手,0
I like,0
蛮好的 价格好所以东西也好 客服也不错,0
非常不错,0
刚上手,0
不得不说Mate bok x是真心漂亮,0
不过呢就是有点不熟悉还在慢摸索中,0
先用一段时间再看后续会分享个人使用感受的,0
不过这个本是真的小巧,1
不负众望,0
国货精品,0
非常轻薄,1
感觉挺好,0
很薄,1
满意,0
真的感觉不到重量,1
带出很好,0
今天收到先试用,0
过后再追评,0
有送邝展,0
但没送贴膜,0
没内胆包,0
没鼠标,0
都要自己配置,0
散热还不错,1
把笔计本放在散热器上使用效果更好,0
值得买,0
东西很不错,0
支持国货,0
华为电脑值得购买,0
很惊艳,0
用了一天才来评价,0
价位还是稍微有点高,0
还没有赠品,0
应该可以送一个蓝牙鼠标,0
刚开始出了点小问题 本来是要换的 结果是操作不当 用了快三个月了 没有任何瑕疵 6,0
很薄,1
外观很美,1
打开之后系统很流畅,1
很满意的一次购买电脑,0
外出旅行工作携带很方便,0
比我的手机还要薄,1
美哒,0
这是一件值得购买的物美价优的商品,0
轻薄,1
非常好看,1
微边框的屏幕显示效果满意,0
整机非常便于携带,0
质感也不错,1
比较满意的一次购物,0
首先被颜值征服,0
开机速度也很快,1
处理日常工作购用了,0
冲这盛世美颜,0
机器有点热什么的都不care了,0
电脑小巧,1
性能够用,0
支持国货,0
值得推荐购买,0
暂时没有什么问题,0
有些用起来不太方便,0
还需再优化,0
手机互联不好用,0
这款笔记本小巧精致,1
颜色很喜欢,0
屏幕特别大,1
看工作起来非常舒服,0
最重要的是本子非常轻,1
外出携带非常适合,0
大爱,0
比较了好多家,0
还是买了华为这一款,0
颜值高,1
运行速度快,1
还真是高科技的产品,0
挺轻薄的,1
就是有点慢相比其他的,0
本来想买灰色的,0
但点错了,0
笔记本外观精美轻巧,1
携带方便,0
开机速度快,1
孩子非常喜欢,0
外观漂亮,1
运行流畅,1
很好用,0
五星好评,0
去商场看过比较喜欢就下单了,0
适合外出旅游简单操作页面的人群,0
对于作图或者编辑方面的就不太合适,0
毕竟太小了,0
用久了眼睛比较疲劳,0
非常惊艳,0
等不到最新款了,0
但还是秒杀苹果同级产品,0
配送速度很快,0
电脑做工精致,1
比较满意,0
很好用,0
华为的东西 现在做的越来越好的 拿到本子 很开心 也给我很多惊喜的亮点黑科技,0
喜欢,0
好用也好看,1
都很好,0
很薄,1
比我的P10都还薄,1
一直就支持华为,0
机器很棒,0
非常喜欢,0
强烈推荐,0
相信华为的品质,0
啊华威这个笔记本真的好轻啊,0
一公斤多一点,0
嗯质感也非常好,1
非常非常的薄,1
机身两边都只有太保这的借口,0
嗯然后还送了一个扩展坞,0
嗯非常方便,0
非常好啊,0
非常时尚,0
给领导买的,0
1,0
确实超薄,1
颜值报表,1
老婆很喜欢,0
2,0
性能稳定,1
发热可控,1
自己也好用,0
3,0
边框亮点,0
比例合适,0
办公很方便,0
1.外观跟做工的确没的说,0
薄和轻,1
2.美中不足就是插口太少,1
一定要用拓展坞,0
而且这个价格配置实在太低,0
不过总体还是满意的,0
物流快,0
包装好,0
安装可以声控,0
轻薄靓丽,1
笔记本超薄的,1
神机,0
金色的还特别炫,0
拿到手的时候快递小哥都羡慕的一直看,0
还有智能语音引导激活windows以及设备更新,0
很方便,0
界面跟手机一样,0
然后超安静,0
就是没有排气风扇,0
有点发热,1
能接受的范围,0
对国货越来越有信心,0
华为的这款做工真是惊艳,1
中国制造在不是以前了,0
很高颜值的电脑啊,1
电脑很薄,1
外观很惊艳,1
华为大品牌值得信赖,0
平时主要办公看电影,0
听音乐,0
完全够用,0
方便携带,1
轻巧开机快,1
主要还是看颜值,0
哈,0
都挺好用过才来评价,0
非常好,0
包装给我做的太差,0
很不满意包装,0
气的我,0
给客服打电话给不给我处理,0
好大一个箱子空的给我放一个产品,0
给我气的,0
超级轻薄,1
外形惊艳,1
国货当自强,0
理性支持,0
确实不错的一款,0
支持国货精品,0
华为中国有作为,0
心动许久,0
东西很好,0
没有一点瑕疵,0
第二次推荐购买,0
惊艳,0
唯有不足是非触控屏,0
快递非常给力,0
触摸很灵敏,1
安装很人性化,0
不懂电脑的女子也没有难度,0
之前用Mac,0
对比并不比Mac差,0
续航能力好,1
也不怎么发热,1
挺好的,0
颜值爆表,1
这次确实需要给华为点赞,0
但是确实有些热,0
可能是散热问题吧,1
会追加,0
很满意,0
还很薄,1
棒的,0
主要优点：好看,1
10s内启动完毕,0
便携性强,1
买了不到一个月,0
打个字键盘帽就掉了,0
还直接坏掉,0
换都没有办法话,0
问客服客服说弄不了,0
打电话给华为售后,0
结果说是要申请,0
还要换掉整个键盘,0
买的这个就是为了办公,0
现在影响的公也办不了,0
真心对华为失望了,0
特别失望,0
什么保修两年,0
都是一个给一个推脱,0
不错,0
漂亮好用,1
国产当自强,0
华为,0
民族的骄傲,0
支持国产,0
支持华为,0
物所超值,1
推荐购买,0
没想到东送货还是如此迅速,0
京东小哥态度好呢,0
出去办完事回来打开包装同事看到夸赞小本就是薄啊,1
华为语音指引服务设计蛮不错,0
步跟进就设置完事了,0
现在用着还不错,0
用完再评价,0
先点个赞,0
快递很快,0
服务很好,0
笔记本超好,0
这款笔记本超轻薄,1
速度快,0
好用,0
很小很薄 看起来很不错 做工很精细 希望很好用 不知道有没有过热的问题 现在还不知道,1
颜值很高,1
非常轻薄携带方便,1
太漂亮了,1
超出想象,0
手机也是华为的,0
刚好手机充电线都可以不用带了,0
还可以当充电宝,0
不错的选择很好反应很快,1
送给老婆用的,0
看起来还不错,0
挺薄的,1
这个电脑很nice,0
我是忠实的花粉,0
唯一有一个缺点,0
显卡不行,1
内存太小,1
外观很赞,1
键盘触碰非常舒服,1
手感很好,1
外观时尚,1
性能稳定,1
屏幕也很惊艳,1
日常工作生活足够了,0
完全是颜值至上啊,0
手感真的很棒,1
而且还轻便,1
带出带进方便,0
开机指纹识别,1
速度也很快,0
特别适合女孩子哦,0
送货一如既往的快,0
宝贝用起来很顺手,0
超级喜欢,0
外观很漂亮,1
很轻巧,1
系统速度反应也很快,1
很适合女孩子办公总,0
笔记本散热很好,1
性能也高,1
比苹果的性价比高,1
支持国货,0
支持华为,0
估计以后帮大家采购办公电脑都指定品牌要华为Mate bok 了,0
代客户购买,0
暂时不清楚使用情况,0
用了一段时间 还可以 没有出现卡顿死机等现象,1
办公足够了,0
确实轻薄 开机速度快 虽然没有风扇 金属外壳散热效果还不错,1
喜欢,0
用了两天,0
出人意料的出色,0
7:30开始开机一直用,0
华为的笔记本设计很好,0
轻薄屏幕大,1
质感足,1
"质量很好很不错,价格也不错.",0
电脑很好用,0
售后也不错,0
不过收到的是裸机就是要自己配鼠标和电脑包,0
华为的笔记本真是黑科技 超薄 看起来高大上,1
下午下单第二天就收到了,0
物流超快,0
东西很好,0
颜值高,1
值得购买,0
没有发票清单,0
以前在京东买东西好象都有发票的,0
鼠标学独买的,0
还有送个电脑包就好了,0
电脑用了一个月,0
感觉不错,0
速度很快,0
很好用,0
开机速度超快,1
看图反应也快不卡,1
办公用还是可以的,0
好满意,0
原来的华硕只能1小时刘没电了,0
华为的可以用6-7小时,0
性价比高,1
拿到新机用了三天,0
突然发下背面正中间的小螺丝掉下来了,0
拿到华为官方维修点,0
师傅都装不上去,0
因不确定是否有质量问题,0
所以换货了,0
还好京东的售后服务很好,0
很快就给我换了一台新机,0
说实话 这款电脑真的很帅 就是在打lol的时候 电脑很烫 画面也不怎么厉害 在下载vs2017(一款编程软件)的时候 电脑也很烫 其他的 就没什么感觉了 总体来说 这款用来办公应该会很不错的 如果打游戏就有点不行了,1
国产机子还可以,0
刚开始用,0
后续继续,0
用些日子再说,0
跑分140多,0
外观不好不坏吧,0
屏幕挺大,1
触摸板一侧略不平,0
稍有空隙,0
质感超好,1
大气,0
音响效果太棒了,1
挺好,0
非常喜欢华为的本哦,0
可以满足大学生基本的功能需求,0
而且重量轻,1
价格适中,0
个人喜欢i7所以入手这款笔记本的i7版本哦,0
当然也是趁着大优惠,0
另外,0
这款笔记本充电很快,1
建议大家选择双硬盘,0
这样使用比较方便快捷哦,0
这次购物我很满意的呢,0
客服回复也很及时,0
购物体验好,0
本很漂亮,1
速度非常快,0
第一用华为的本,0
相信华为的实力,0
外观,0
性能都挺好,1
唯一不足是感觉发热有点严重,1
可能金属外壳散热快,0
618买的,0
感觉还不错吧,0
就是买的时候忘了看,0
发现没网口,0
尴尬中,0
速度很快,0
10秒开机,0
能满足我工作需求,0
颜值不错,1
现在国产也不差,0
华为挺好的,0
力挺国产,0
刚收到,0
网上评价是挺好的,0
具体用,0
感谢京东还送了我一个鼠标不知道你们有没有嘻,0
用过再说吧,0
什么都好,0
就是显卡发热太厉害,1
摸起来都烫手,1
玩个3D大型网游有点怕玩久了会烧坏电脑,0
京东配送服务好速度快,0
真品有保障,0
好评,0
发货快,0
早上买下午到货,0
全程语音设置,0
超意外惊喜,0
华为的东西可以,0
第一次购买华为的产品,0
相信国产精英品牌的实力,0
非常好,0
外观时尚,1
性能不错,1
公司用,0
头天下午下单第二天就到,0
比在当地电脑公司买便宜了不少,0
炒鸡推荐,0
华为高端,0
值得信赖,0
一直用华为,0
质量挺好,0
挺薄的,1
目前感觉可以,0
用一段时间再追评,0
很好用 吃鸡 lol 守望先锋 天刀全部无压力,0
很棒,0
优点:笔记本很漂亮,1
很流畅,1
屏幕分辨率很高,1
风扇的声音大小属于可以接受的范围,0
发热还好(但还没试过游戏时发热状况),1
键盘手感也还不错,1
虽然缝有一点大但是加个键盘膜就ok了,0
整体很满意,0
一些细节还有待提高,0
当然,0
毕竟这是一台才6k的笔记本,0
没法和那些1w多的相提并论,0
还有就是华为才涉足PC领域,0
有一些不足很正常,0
能做到这样已经很不错了,0
其他可以慢来,0
大概lol差不多了),0
建议选i5,0
总的来说mate bok D还是一款不错的产品,0
电脑很不错,0
因为是618买的,0
价钱非常便宜,0
性价比非常不错,1
可惜就是没有什么东西送,0
电脑很不错,0
特别是音乐方面,0
就是没有夜光键盘,1
有些难过,0
用了一个月,0
感觉很好,0
值得信赖,0
昨晚对比了四个小时,0
最后决定买了华为,0
今天拿到电脑,0
果然没有失望,0
希望能用得久一点,0
送贷及时,0
京东小哥服务态度很好,0
速度超快,0
第二天中午就送到了,0
整体感觉不错,0
用一段在追加评价,0
好,0
非常好,0
棒哒,0
领导用,0
好评,0
没发现什么问题,0
就是不够人性没有配套的网转串,0
i7处理器非常好用,0
外观很漂亮,1
换了工作,0
要求提高,0
也想买一台方便带身上的轻薄本,0
对比过好几个牌子,0
好几款轻薄本,0
最终还是趁着活动选择有质量保证的华为D系列轻薄本,0
外形惊艳,1
携带方便,0
配置也算轻薄本里最好了,0
不仅可以满足办公,0
一般的游戏也能带得动,0
还有就是音质是真的好,1
不错不错,0
包装让人怀疑是拆过的,0
没有原装的薄膜,0
是自己缠的薄膜,0
不过只要能用都好说,0
屏幕字体不是很清晰,1
其他的都还可以,0
过段时间再来追平,0
裸机不配鼠标真的很不方便,0
真不懂华为了省区几十块钱让用户体验不爽,0
屏幕的显示效果还是有差距,0
希望华为继续努力吧,0
颜值高,1
能满足我的所有需求,0
包装比其他品牌稍微差点,0
不过够严实,0
整体非常好,0
做工精细,1
画质清晰,1
作为一直以来的华粉,0
没有令我失望,0
希望华为的笔记本电脑,0
跟华为手机一样,0
得到中国消费者的高度认可,0
办公使用就足够了,0
刚拿到手,0
很多东西还在尝试中,0
看还会不会有其他问题,0
中度使用温度一直保持在40度,0
散热问题也不大,1
相对其它品牌,0
价格便宜,0
屏幕足够,0
分辩率高,1
稍微比X系重一点,0
但是真的超喜欢,0
女孩子都比较看重颜值吧,0
准备买电脑就看中这一款了,0
纠结了两天把它拿到手,0
一点都没辜负我的期待值,0
做工精美,1
颜值和性价比非常均衡的一款笔记本,0
国货终于让我们用得舒服了,0
对于外貌协会的我来说,0
没有任何挑剔的地方,0
ABCD面的做工都非常到位,1
按键的回弹效果很好,0
非常满意的笔记本电脑,0
以后手机也考虑华为了,0
质量确实不错,0
不得不说京东真的好,0
7月9日晚上下单的,0
7月1日中午收到了,0
下单时价格是648.收到货的时候价格就是598了,0
瞬间感觉被欺骗了一样,0
后来同事说可以申请退货再下单从买的,0
打客服电话客服人员当时就说可以直接退差价50,0
退的钱当天就到账了,0
相当满意的一次购物,0
在京东买了很多东西了,0
一直都是我的首选,0
不错,0
支持华为,0
好用,0
性能强劲,1
美观,1
做工精细,1
华为手机忠实用户首次入手华为电脑,0
体验不错,0
用起来不错,0
很流畅,1
外形无需多说了,0
使用起来也很不错,0
散热没有噪音,1
也不烫,1
用着不错,0
运行速度很快,1
轻薄,1
值得拥有,0
老婆书华为的,0
所以买了一个笔记本是华为,0
能力范围内会尽量支持良心民族企业,0
商品质量很好,0
值得信赖的商家,0
外观漂亮精美,1
做工精细,1
不过自6月下旬到今天已经自动死机3次了,0
必须强制关机再开机,0
我是华为的忠诚拥护者,0
还呼吁大家多支持华为,0
